Subject	Dutch_name	Stimulus_type	Response_type	label	onset	offset	Real_onset
AH12	papegaai	picture	aloud	aloud	0	0,3641	800
AH12	papegaai	picture	aloud	papegaai	0,3641	0,8958	1164
AH12	papegaai	picture	aloud	KANARIE	0,8958	1,2062	1696
AH12	paperclip	picture+word	aloud	aloud	0	0,3584	800
AH12	paperclip	picture+word	aloud	paperclip	0,3584	0,9963	1158
AH12	paperclip	picture+word	aloud	!	0,9963	1,2022	1796
AH12	paraplu	picture	silent	silent	0	0,2	800
AH12	paraplu	picture	silent	paraplu	0,2	1,1	1000
AH12	paraplu	picture	silent	!	1,1	1,2028	1900
AH12	peer	picture+word	silent	silent	0	0,2	800
AH12	peer	picture+word	silent	peer	0,2	1,1	1000
AH12	peer	picture+word	silent	!	1,1	1,1995	1900
AH12	pen	picture	aloud	aloud	0	0,361	800
AH12	pen	picture	aloud	pen	0,361	0,6549	1161
AH12	pen	picture	aloud	!	0,6549	1,206	1455
AH12	pijp	picture	silent	silent	0	0,2	800
AH12	pijp	picture	silent	pijp	0,2	1,1	1000
AH12	pijp	picture	silent	!	1,1	1,2022	1900
AH12	pizza	picture+word	aloud	aloud	0	0,4049	800
AH12	pizza	picture+word	aloud	pizza	0,4049	0,8559	1205
AH12	pizza	picture+word	aloud	!	0,8559	1,2012	1656
AH12	pompoen	picture	silent	silent	0	0,2	800
AH12	pompoen	picture	silent	pompoen	0,2	1,1	1000
AH12	pompoen	picture	silent	!	1,1	1,2029	1900
AH12	potlood	picture	silent	silent	0	0,2	800
AH12	potlood	picture	silent	potlood	0,2	1,1	1000
AH12	potlood	picture	silent	!	1,1	1,2058	1900
AH12	prei	picture	silent	silent	0	0,2	800
AH12	prei	picture	silent	prei	0,2	1,1	1000
AH12	prei	picture	silent	!	1,1	1,2011	1900
AH12	rasp	picture	aloud	aloud	0	0,3883	800
AH12	rasp	picture	aloud	rasp	0,3883	0,7601	1188
AH12	rasp	picture	aloud	!	0,7601	1,206	1560
AH12	rekenmachine	picture	aloud	aloud	0	0,8966	800
AH12	rekenmachine	picture	aloud	rekenmachine	0,8966	1,1789	1697
AH12	rekenmachine	picture	aloud	!	1,1789	1,2083	1979
AH12	ring	picture	silent	silent	0	0,2	800
AH12	ring	picture	silent	ring	0,2	1,1	1000
AH12	ring	picture	silent	!	1,1	1,2	1900
AH12	rolstoel	picture+word	aloud	aloud	0	0,3946	800
AH12	rolstoel	picture+word	aloud	rolstoel	0,3946	0,9437	1195
AH12	rolstoel	picture+word	aloud	!	0,9437	1,1997	1744
AH12	roltrap	picture+word	silent	silent	0	0,2	800
AH12	roltrap	picture+word	silent	roltrap	0,2	1,1	1000
AH12	roltrap	picture+word	silent	!	1,1	1,2047	1900
AH12	saxofoon	picture+word	silent	silent	0	0,2	800
AH12	saxofoon	picture+word	silent	saxofoon	0,2	1,1	1000
AH12	saxofoon	picture+word	silent	!	1,1	1,2054	1900
AH12	schaakspel	picture+word	silent	silent	0	0,2	800
AH12	schaakspel	picture+word	silent	schaakspel	0,2	1,1	1000
AH12	schaakspel	picture+word	silent	!	1,1	1,2049	1900
AH12	schaal	picture+word	aloud	aloud	0	0,3531	800
AH12	schaal	picture+word	aloud	schaal	0,3531	0,7844	1153
AH12	schaal	picture+word	aloud	!	0,7844	1,2049	1584
AH12	schaap	picture	silent	silent	0	0,2	800
AH12	schaap	picture	silent	schaap	0,2	1,1	1000
AH12	schaap	picture	silent	!	1,1	1,2035	1900
AH12	schaats	picture+word	aloud	aloud	0	0,2725	800
AH12	schaats	picture+word	aloud	schaats	0,2725	0,8125	1073
AH12	schaats	picture+word	aloud	!	0,8125	1,1995	1613
AH12	schildpad	picture+word	silent	silent	0	0,2	800
AH12	schildpad	picture+word	silent	schildpad	0,2	1,1	1000
AH12	schildpad	picture+word	silent	!	1,1	1,2093	1900
AH12	schoorsteen	picture+word	silent	silent	0	0,2	800
AH12	schoorsteen	picture+word	silent	schoorsteen	0,2	1,1	1000
AH12	schoorsteen	picture+word	silent	!	1,1	1,2079	1900
AH12	schouder	picture	silent	silent	0	0,1849	800
AH12	schouder	picture	silent	schouder	0,1849	0,7219	985
AH12	schouder	picture	silent	!	0,7219	1,2033	1522
AH12	schroevendraaier	picture+word	silent	silent	0	0,2	800
AH12	schroevendraaier	picture+word	silent	schroevendraaier	0,2	1,1	1000
AH12	schroevendraaier	picture+word	silent	!	1,1	1,2086	1900
AH12	sigaar	picture	silent	silent	0	0,2	800
AH12	sigaar	picture	silent	sigaar	0,2	1,1	1000
AH12	sigaar	picture	silent	!	1,1	1,2025	1900
AH12	skelet	picture	silent	silent	0	0,2	800
AH12	skelet	picture	silent	skelet	0,2	1,1	1000
AH12	skelet	picture	silent	!	1,1	1,205	1900
AH12	sla	picture	aloud	aloud	0	0,2297	800
AH12	sla	picture	aloud	sla	0,2297	0,5895	1030
AH12	sla	picture	aloud	!	0,5895	1,2085	1390
AH12	sok	picture+word	silent	silent	0	0,2	800
AH12	sok	picture+word	silent	sok	0,2	1,1	1000
AH12	sok	picture+word	silent	!	1,1	1,2051	1900
AH12	spatel	picture+word	silent	silent	0	0,2	800
AH12	spatel	picture+word	silent	spatel	0,2	1,1	1000
AH12	spatel	picture+word	silent	!	1,1	1,2018	1900
AH12	spiegel	picture+word	silent	silent	0	0,2	800
AH12	spiegel	picture+word	silent	spiegel	0,2	1,1	1000
AH12	spiegel	picture+word	silent	!	1,1	1,2018	1900
AH12	stanleymes	picture+word	aloud	aloud	0	0,3081	800
AH12	stanleymes	picture+word	aloud	stanleymes	0,3081	1,083	1108
AH12	stanleymes	picture+word	aloud	!	1,083	1,2063	1883
AH12	stoel	picture+word	silent	silent	0	0,2	800
AH12	stoel	picture+word	silent	stoel	0,2	1,1	1000
AH12	stoel	picture+word	silent	!	1,1	1,2079	1900
AH12	strijkplank	picture+word	aloud	aloud	0	0,2997	800
AH12	strijkplank	picture+word	aloud	strijkplank	0,2997	1,0215	1100
AH12	strijkplank	picture+word	aloud	!	1,0215	1,1999	1822
AH12	stuur	picture	silent	silent	0	0,2	800
AH12	stuur	picture	silent	stuur	0,2	1,1	1000
AH12	stuur	picture	silent	!	1,1	1,2077	1900
AH12	surfplank	picture	aloud	aloud	0	0,3481	800
AH12	surfplank	picture	aloud	surfplank	0,3481	0,9844	1148
AH12	surfplank	picture	aloud	SURFBOARD	0,9844	1,2006	1784
AH12	t-shirt	picture	aloud	aloud	0	0,3981	800
AH12	t-shirt	picture	aloud	t-shirt	0,3981	0,8715	1198
AH12	t-shirt	picture	aloud	!	0,8715	1,2081	1672
AH12	tafel	picture	silent	silent	0	0,2	800
AH12	tafel	picture	silent	tafel	0,2	1,1	1000
AH12	tafel	picture	silent	!	1,1	1,2047	1900
AH12	ton	picture	silent	silent	0	0,2	800
AH12	ton	picture	silent	ton	0,2	1,1	1000
AH12	ton	picture	silent	!	1,1	1,2085	1900
AH12	trechter	picture+word	aloud	aloud	0	0,2603	800
AH12	trechter	picture+word	aloud	trechter	0,2603	0,7926	1060
AH12	trechter	picture+word	aloud	!	0,7926	1,2058	1593
AH12	tuinslang	picture+word	silent	silent	0	0,2	800
AH12	tuinslang	picture+word	silent	tuinslang	0,2	1,1	1000
AH12	tuinslang	picture+word	silent	!	1,1	1,2031	1900
AH12	tulp	picture	aloud	aloud	0	0,3103	800
AH12	tulp	picture	aloud	tulp	0,3103	0,7059	1110
AH12	tulp	picture	aloud	!	0,7059	1,209	1506
AH12	ui	picture+word	silent	silent	0	0,2	800
AH12	ui	picture+word	silent	ui	0,2	1,1	1000
AH12	ui	picture+word	silent	!	1,1	1,2094	1900
AH12	veer	picture+word	aloud	aloud	0	0,3352	800
AH12	veer	picture+word	aloud	veer	0,3352	0,6912	1135
AH12	veer	picture+word	aloud	!	0,6912	1,2086	1491
AH12	vergrootglas	picture	aloud	aloud	0	0,3925	800
AH12	vergrootglas	picture	aloud	vergrootglas	0,3925	1,1045	1193
AH12	vergrootglas	picture	aloud	!	1,1045	1,2049	1905
AH12	verwarming	picture+word	aloud	aloud	0	0,3926	800
AH12	verwarming	picture+word	aloud	verwarming	0,3926	0,9364	1193
AH12	verwarming	picture+word	aloud	!	0,9364	1,2077	1736
AH12	vingerhoedje	picture+word	aloud	aloud	0	0,2987	800
AH12	vingerhoedje	picture+word	aloud	vingerhoedje	0,2987	1,0464	1099
AH12	vingerhoedje	picture+word	aloud	!	1,0464	1,2082	1846
AH12	viool	picture	aloud	aloud	0	0,3183	800
AH12	viool	picture	aloud	viool	0,3183	0,8096	1118
AH12	viool	picture	aloud	!	0,8096	1,1992	1610
AH12	vlag	picture	silent	silent	0	0,2	800
AH12	vlag	picture	silent	vlag	0,2	1,1	1000
AH12	vlag	picture	silent	!	1,1	1,202	1900
AH12	vlieger	picture+word	aloud	aloud	0	0,3242	800
AH12	vlieger	picture+word	aloud	vlieger	0,3242	0,8993	1124
AH12	vlieger	picture+word	aloud	!	0,8993	1,2033	1699
AH12	vuurtoren	picture	silent	silent	0	0,2	800
AH12	vuurtoren	picture	silent	vuurtoren	0,2	1,1	1000
AH12	vuurtoren	picture	silent	!	1,1	1,2022	1900
AH12	wandelstok	picture+word	silent	silent	0	0,2	800
AH12	wandelstok	picture+word	silent	wandelstok	0,2	1,1	1000
AH12	wandelstok	picture+word	silent	!	1,1	1,2084	1900
AH12	watermeloen	picture	aloud	aloud	0	0,2731	800
AH12	watermeloen	picture	aloud	watermeloen	0,2731	0,8903	1073
AH12	watermeloen	picture	aloud	!	0,8903	1,2089	1690
AH12	weegschaal	picture	silent	silent	0	0,2	800
AH12	weegschaal	picture	silent	weegschaal	0,2	1,1	1000
AH12	weegschaal	picture	silent	!	1,1	1,2049	1900
AH12	winkelwagen	picture+word	silent	silent	0	0,2	800
AH12	winkelwagen	picture+word	silent	winkelwagen	0,2	1,1	1000
AH12	winkelwagen	picture+word	silent	!	1,1	1,2076	1900
AH12	witlof	picture+word	aloud	aloud	0	0,2816	800
AH12	witlof	picture+word	aloud	witlof	0,2816	0,8513	1082
AH12	witlof	picture+word	aloud	!	0,8513	1,2	1651
AH12	wolk	picture	silent	silent	0	0,2	800
AH12	wolk	picture	silent	wolk	0,2	1,1	1000
AH12	wolk	picture	silent	!	1,1	1,2045	1900
AH12	wortel	picture	silent	silent	0	0,2	800
AH12	wortel	picture	silent	wortel	0,2	1,1	1000
AH12	wortel	picture	silent	!	1,1	1,2046	1900
AH12	zaag	picture+word	aloud	aloud	0	0,3103	800
AH12	zaag	picture+word	aloud	zaag	0,3103	0,8421	1110
AH12	zaag	picture+word	aloud	!	0,8421	1,203	1642
AH12	zaklamp	picture+word	aloud	aloud	0	0,3614	800
AH12	zaklamp	picture+word	aloud	zaklamp	0,3614	0,9753	1161
AH12	zaklamp	picture+word	aloud	!	0,9753	1,1996	1775
AH12	zandloper	picture	aloud	aloud	0	0,2777	800
AH12	zandloper	picture	aloud	zandloper	0,2777	0,9085	1078
AH12	zandloper	picture	aloud	!	0,9085	1,206	1709
AH12	zebra	picture+word	aloud	aloud	0	0,3054	800
AH12	zebra	picture+word	aloud	zebra	0,3054	0,9002	1105
AH12	zebra	picture+word	aloud	!	0,9002	1,2077	1700
AH12	zeef	picture+word	silent	silent	0	0,2	800
AH12	zeef	picture+word	silent	zeef	0,2	1,1	1000
AH12	zeef	picture+word	silent	!	1,1	1,1993	1900
AH13	aansteker	picture	aloud	aloud	0	0,4231	800
AH13	aansteker	picture	aloud	aansteker	0,4231	1,0824	1223
AH13	aansteker	picture	aloud	!	1,0824	1,2081	1882
AH13	accordeon	picture	silent	silent	0	0,2	800
AH13	accordeon	picture	silent	accordeon	0,2	1,1	1000
AH13	accordeon	picture	silent	!	1,1	1,2072	1900
AH13	afstandsbediening	picture	silent	silent	0	0,2	800
AH13	afstandsbediening	picture	silent	afstandsbediening	0,2	1,1	1000
AH13	afstandsbediening	picture	silent	!	1,1	1,2006	1900
AH13	afwasmiddel	picture	aloud	aloud	0	0,4222	800
AH13	afwasmiddel	picture	aloud	afwasmiddel	0,4222	0,9379	1222
AH13	afwasmiddel	picture	aloud	!	0,9379	1,2077	1738
AH13	aluminiumfolie	picture	silent	silent	0	0,3519	800
AH13	aluminiumfolie	picture	silent	aluminiumfolie	0,3519	1,178	1152
AH13	aluminiumfolie	picture	silent	!	1,178	1,2083	1978
AH13	amandelen	picture	silent	silent	0	0,2	800
AH13	amandelen	picture	silent	amandelen	0,2	1,1	1000
AH13	amandelen	picture	silent	!	1,1	1,202	1900
AH13	ananas	picture	silent	silent	0	0,2	800
AH13	ananas	picture	silent	ananas	0,2	1,1	1000
AH13	ananas	picture	silent	!	1,1	1,2043	1900
AH13	appel	picture+word	aloud	aloud	0	0,3668	800
AH13	appel	picture+word	aloud	appel	0,3668	0,6411	1167
AH13	appel	picture+word	aloud	!	0,6411	1,2001	1441
AH13	armband	picture	aloud	aloud	0	0,5257	800
AH13	armband	picture	aloud	armband	0,5257	0,957	1326
AH13	armband	picture	aloud	!	0,957	1,205	1757
AH13	aubergine	picture+word	aloud	aloud	0	0,3362	800
AH13	aubergine	picture+word	aloud	aubergine	0,3362	0,8038	1136
AH13	aubergine	picture+word	aloud	!	0,8038	1,2011	1604
AH13	auto	picture	silent	silent	0	0,2	800
AH13	auto	picture	silent	auto	0,2	1,1	1000
AH13	auto	picture	silent	!	1,1	1,2045	1900
AH13	avocado	picture+word	silent	silent	0	0,2	800
AH13	avocado	picture+word	silent	avocado	0,2	1,1	1000
AH13	avocado	picture+word	silent	!	1,1	1,2015	1900
AH13	bad	picture+word	aloud	aloud	0	0,353	800
AH13	bad	picture+word	aloud	bad	0,353	0,6458	1153
AH13	bad	picture+word	aloud	!	0,6458	1,2046	1446
AH13	bank	picture	silent	silent	0	0,2	800
AH13	bank	picture	silent	bank	0,2	1,1	1000
AH13	bank	picture	silent	!	1,1	1,207	1900
AH13	basketbal	picture	aloud	aloud	0	0,3674	800
AH13	basketbal	picture	aloud	basketbal	0,3674	0,8081	1167
AH13	basketbal	picture	aloud	!	0,8081	1,2019	1608
AH13	batterij	picture	aloud	aloud	0	0,3737	800
AH13	batterij	picture	aloud	batterij	0,3737	0,8489	1174
AH13	batterij	picture	aloud	!	0,8489	1,2052	1649
AH13	beer	picture+word	silent	silent	0	0,2	800
AH13	beer	picture+word	silent	beer	0,2	1,1	1000
AH13	beer	picture+word	silent	!	1,1	1,2014	1900
AH13	bezem	picture+word	silent	silent	0	0,2	800
AH13	bezem	picture+word	silent	bezem	0,2	1,1	1000
AH13	bezem	picture+word	silent	!	1,1	1,2082	1900
AH13	blad	picture	aloud	aloud	0	0,3955	800
AH13	blad	picture	aloud	blad	0,3955	0,7488	1196
AH13	blad	picture	aloud	!	0,7488	1,2048	1549
AH13	bladmuziek	picture	aloud	aloud	0	0,3069	800
AH13	bladmuziek	picture	aloud	bladmuziek	0,3069	1,0624	1107
AH13	bladmuziek	picture	aloud	MISSED	1,0624	1,2006	1862
AH13	blender	picture+word	aloud	aloud	0	0,3783	800
AH13	blender	picture+word	aloud	blender	0,3783	0,884	1178
AH13	blender	picture+word	aloud	!	0,884	1,2087	1684
AH13	bloemkool	picture+word	silent	silent	0	0,2	800
AH13	bloemkool	picture+word	silent	bloemkool	0,2	1,1	1000
AH13	bloemkool	picture+word	silent	!	1,1	1,2044	1900
AH13	boek	picture+word	aloud	aloud	0	0,3842	800
AH13	boek	picture+word	aloud	boek	0,3842	0,6268	1184
AH13	boek	picture+word	aloud	!	0,6268	1,2074	1427
AH13	boog	picture+word	aloud	aloud	0	0,3303	800
AH13	boog	picture+word	aloud	boog	0,3303	0,7031	1130
AH13	boog	picture+word	aloud	!	0,7031	1,2017	1503
AH13	broodrooster	picture+word	silent	silent	0	0,2	800
AH13	broodrooster	picture+word	silent	broodrooster	0,2	1,1	1000
AH13	broodrooster	picture+word	silent	!	1,1	1,2046	1900
AH13	bus	picture	aloud	aloud	0	0,343	800
AH13	bus	picture	aloud	bus	0,343	0,6809	1143
AH13	bus	picture	aloud	!	0,6809	1,2012	1481
AH13	cactus	picture	silent	silent	0	0,2	800
AH13	cactus	picture	silent	cactus	0,2	1,1	1000
AH13	cactus	picture	silent	!	1,1	1,2008	1900
AH13	citroen	picture+word	aloud	aloud	0	0,367	800
AH13	citroen	picture+word	aloud	citroen	0,367	0,7866	1167
AH13	citroen	picture+word	aloud	!	0,7866	1,2082	1587
AH13	cupcake	picture	aloud	aloud	0	0,3918	800
AH13	cupcake	picture	aloud	cupcake	0,3918	0,7967	1192
AH13	cupcake	picture	aloud	!	0,7967	1,2052	1597
AH13	dienblad	picture	aloud	aloud	0	0,3944	800
AH13	dienblad	picture	aloud	dienblad	0,3944	0,82	1194
AH13	dienblad	picture	aloud	!	0,82	1,2016	1620
AH13	dobbelsteen	picture	silent	silent	0	0,2	800
AH13	dobbelsteen	picture	silent	dobbelsteen	0,2	1,1	1000
AH13	dobbelsteen	picture	silent	!	1,1	1,2004	1900
AH13	donut	picture+word	aloud	aloud	0	0,3531	800
AH13	donut	picture+word	aloud	donut	0,3531	0,7945	1153
AH13	donut	picture+word	aloud	!	0,7945	1,2075	1595
AH13	emmer	picture+word	silent	silent	0	0,2	800
AH13	emmer	picture+word	silent	emmer	0,2	1,1	1000
AH13	emmer	picture+word	silent	!	1,1	1,201	1900
AH13	envelop	picture+word	silent	silent	0	0,2	800
AH13	envelop	picture+word	silent	envelop	0,2	1,1	1000
AH13	envelop	picture+word	silent	!	1,1	1,2053	1900
AH13	fiets	picture	silent	silent	0	0,2	800
AH13	fiets	picture	silent	fiets	0,2	1,1	1000
AH13	fiets	picture	silent	!	1,1	1,2081	1900
AH13	fietspomp	picture	aloud	aloud	0	0,877	800
AH13	fietspomp	picture	aloud	fietspomp	0,877	1,179	1677
AH13	fietspomp	picture	aloud	!	1,179	1,2084	1979
AH13	framboos	picture	silent	silent	0	0,2	800
AH13	framboos	picture	silent	framboos	0,2	1,1	1000
AH13	framboos	picture	silent	!	1,1	1,2035	1900
AH13	garde	picture+word	silent	silent	0	0,2	800
AH13	garde	picture+word	silent	garde	0,2	1,1	1000
AH13	garde	picture+word	silent	!	1,1	1,2003	1900
AH13	gewicht	picture+word	aloud	aloud	0	0,2913	800
AH13	gewicht	picture+word	aloud	gewicht	0,2913	0,8134	1091
AH13	gewicht	picture+word	aloud	!	0,8134	1,1997	1613
AH13	giraffe	picture	aloud	aloud	0	0,3037	800
AH13	giraffe	picture	aloud	giraffe	0,3037	0,833	1104
AH13	giraffe	picture	aloud	!	0,833	1,204	1633
AH13	gitaar	picture	aloud	aloud	0	0,5265	800
AH13	gitaar	picture	aloud	gitaar	0,5265	1,1026	1327
AH13	gitaar	picture	aloud	!	1,1026	1,2017	1903
AH13	gum	picture+word	silent	silent	0	0,2	800
AH13	gum	picture+word	silent	gum	0,2	1,1	1000
AH13	gum	picture+word	silent	!	1,1	1,2039	1900
AH13	haai	picture+word	aloud	aloud	0	0,3218	800
AH13	haai	picture+word	aloud	haai	0,3218	0,6869	1122
AH13	haai	picture+word	aloud	!	0,6869	1,201	1487
AH13	hek	picture	silent	silent	0	0,2	800
AH13	hek	picture	silent	hek	0,2	1,1	1000
AH13	hek	picture	silent	!	1,1	1,2006	1900
AH13	helm	picture	aloud	aloud	0	0,3619	800
AH13	helm	picture	aloud	helm	0,3619	0,7339	1162
AH13	helm	picture	aloud	!	0,7339	1,2064	1534
AH13	horloge	picture+word	aloud	aloud	0	0,4232	800
AH13	horloge	picture+word	aloud	horloge	0,4232	0,9596	1223
AH13	horloge	picture+word	aloud	!	0,9596	1,2083	1760
AH13	kanon	picture	silent	silent	0	0,2	800
AH13	kanon	picture	silent	kanon	0,2	1,1	1000
AH13	kanon	picture	silent	!	1,1	1,2035	1900
AH13	kapstok	picture+word	silent	silent	0	0,2	800
AH13	kapstok	picture+word	silent	kapstok	0,2	1,1	1000
AH13	kapstok	picture+word	silent	!	1,1	1,202	1900
AH13	kat	picture	silent	silent	0	0,2	800
AH13	kat	picture	silent	kat	0,2	1,1	1000
AH13	kat	picture	silent	!	1,1	1,2083	1900
AH13	kegel	picture+word	aloud	aloud	0	0,3538	800
AH13	kegel	picture+word	aloud	kegel	0,3538	0,7139	1154
AH13	kegel	picture+word	aloud	!	0,7139	1,2072	1514
AH13	ketting	picture	silent	silent	0	0,2	800
AH13	ketting	picture	silent	ketting	0,2	1,1	1000
AH13	ketting	picture	silent	!	1,1	1,2048	1900
AH13	kleed	picture	silent	silent	0	0,2	800
AH13	kleed	picture	silent	kleed	0,2	1,1	1000
AH13	kleed	picture	silent	!	1,1	1,2085	1900
AH13	kluis	picture+word	silent	silent	0	0,2	800
AH13	kluis	picture+word	silent	kluis	0,2	1,1	1000
AH13	kluis	picture+word	silent	!	1,1	1,208	1900
AH13	knie	picture	silent	silent	0	0,2	800
AH13	knie	picture	silent	knie	0,2	1,1	1000
AH13	knie	picture	silent	!	1,1	1,2034	1900
AH13	knoflook	picture+word	silent	silent	0	0,2	800
AH13	knoflook	picture+word	silent	knoflook	0,2	1,1	1000
AH13	knoflook	picture+word	silent	!	1,1	1,2018	1900
AH13	koe	picture	aloud	aloud	0	0,3843	800
AH13	koe	picture	aloud	koe	0,3843	0,5841	1184
AH13	koe	picture	aloud	!	0,5841	1,2053	1384
AH13	koffer	picture+word	aloud	aloud	0	0,388	800
AH13	koffer	picture+word	aloud	koffer	0,388	0,7785	1188
AH13	koffer	picture+word	aloud	!	0,7785	1,2074	1579
AH13	koffiebonen	picture+word	silent	silent	0	0,2	800
AH13	koffiebonen	picture+word	silent	koffiebonen	0,2	1,1	1000
AH13	koffiebonen	picture+word	silent	!	1,1	1,2007	1900
AH13	komkommer	picture	silent	silent	0	0,2	800
AH13	komkommer	picture	silent	komkommer	0,2	1,1	1000
AH13	komkommer	picture	silent	!	1,1	1,2003	1900
AH13	koptelefoon	picture+word	aloud	aloud	0	0,4147	800
AH13	koptelefoon	picture+word	aloud	koptelefoon	0,4147	0,9836	1215
AH13	koptelefoon	picture+word	aloud	!	0,9836	1,2079	1784
AH13	krijt	picture+word	silent	silent	0	0,2	800
AH13	krijt	picture+word	silent	krijt	0,2	1,1	1000
AH13	krijt	picture+word	silent	!	1,1	1,208	1900
AH13	kruk	picture+word	silent	silent	0	0,2	800
AH13	kruk	picture+word	silent	kruk	0,2	1,1	1000
AH13	kruk	picture+word	silent	!	1,1	1,2049	1900
AH13	kussen	picture	silent	silent	0	0,2	800
AH13	kussen	picture	silent	kussen	0,2	1,1	1000
AH13	kussen	picture	silent	!	1,1	1,2012	1900
AH13	laptop	picture	aloud	aloud	0	0,4136	800
AH13	laptop	picture	aloud	laptop	0,4136	0,9037	1214
AH13	laptop	picture	aloud	!	0,9037	1,2025	1704
AH13	lieveheersbeestje	picture	aloud	aloud	0	0,3456	800
AH13	lieveheersbeestje	picture	aloud	lieveheersbeestje	0,3456	1,0726	1146
AH13	lieveheersbeestje	picture	aloud	!	1,0726	1,2031	1873
AH13	loopband	picture	aloud	aloud	0	0,9632	800
AH13	loopband	picture	aloud	loopband	0,9632	1,1735	1763
AH13	loopband	picture	aloud	!	1,1735	1,2004	1974
AH13	lucifer	picture+word	silent	silent	0	0,2	800
AH13	lucifer	picture+word	silent	lucifer	0,2	1,1	1000
AH13	lucifer	picture+word	silent	!	1,1	1,2092	1900
AH13	matras	picture	aloud	aloud	0	0,4736	800
AH13	matras	picture	aloud	matras	0,4736	0,989	1274
AH13	matras	picture	aloud	!	0,989	1,2053	1789
AH13	medaille	picture+word	aloud	aloud	0	0,3276	800
AH13	medaille	picture+word	aloud	medaille	0,3276	0,8025	1128
AH13	medaille	picture+word	aloud	!	0,8025	1,2002	1603
AH13	mok	picture+word	aloud	aloud	0	0,331	800
AH13	mok	picture+word	aloud	mok	0,331	0,6115	1131
AH13	mok	picture+word	aloud	!	0,6115	1,2042	1412
AH13	molen	picture+word	aloud	aloud	0	0,3026	800
AH13	molen	picture+word	aloud	molen	0,3026	0,7422	1103
AH13	molen	picture+word	aloud	!	0,7422	1,2054	1542
AH13	nagelknipper	picture+word	aloud	aloud	0	0,4101	800
AH13	nagelknipper	picture+word	aloud	nagelknipper	0,4101	1,0164	1210
AH13	nagelknipper	picture+word	aloud	!	1,0164	1,201	1816
AH13	olifant	picture	aloud	aloud	0	0,4782	800
AH13	olifant	picture	aloud	olifant	0,4782	1,0286	1278
AH13	olifant	picture	aloud	!	1,0286	1,2055	1829
AH13	olijf	picture	silent	silent	0	0,3518	800
AH13	olijf	picture	silent	olijf	0,3518	0,6234	1152
AH13	olijf	picture	silent	!	0,6234	1,2039	1423
AH13	paprika	picture	aloud	aloud	0	0,4551	800
AH13	paprika	picture	aloud	paprika	0,4551	0,9533	1255
AH13	paprika	picture	aloud	!	0,9533	1,2083	1753
AH13	piano	picture	aloud	aloud	0	0,3714	800
AH13	piano	picture	aloud	piano	0,3714	0,7754	1171
AH13	piano	picture	aloud	!	0,7754	1,2051	1575
AH13	pijl	picture	silent	silent	0	0,2	800
AH13	pijl	picture	silent	pijl	0,2	1,1	1000
AH13	pijl	picture	silent	!	1,1	1,2008	1900
AH13	pil	picture+word	silent	silent	0	0,2	800
AH13	pil	picture+word	silent	pil	0,2	1,1	1000
AH13	pil	picture+word	silent	!	1,1	1,2	1900
AH13	pincet	picture+word	silent	silent	0	0,2	800
AH13	pincet	picture+word	silent	pincet	0,2	1,1	1000
AH13	pincet	picture+word	silent	!	1,1	1,2058	1900
AH13	pinda	picture+word	aloud	aloud	0	0,3414	800
AH13	pinda	picture+word	aloud	pinda	0,3414	0,7133	1141
AH13	pinda	picture+word	aloud	!	0,7133	1,2088	1513
AH13	plank	picture+word	aloud	aloud	0	0,4244	800
AH13	plank	picture+word	aloud	plank	0,4244	0,844	1224
AH13	plank	picture+word	aloud	!	0,844	1,2009	1644
AH13	pleister	picture+word	aloud	aloud	0	0,3528	800
AH13	pleister	picture+word	aloud	pleister	0,3528	0,8555	1153
AH13	pleister	picture+word	aloud	!	0,8555	1,2038	1656
AH13	pot	picture	aloud	aloud	0	0,4789	800
AH13	pot	picture	aloud	pot	0,4789	0,8365	1279
AH13	pot	picture	aloud	!	0,8365	1,2015	1637
AH13	printer	picture	silent	silent	0	0,2	800
AH13	printer	picture	silent	printer	0,2	1,1	1000
AH13	printer	picture	silent	!	1,1	1,2015	1900
AH13	prullenbak	picture	aloud	aloud	0	0,3924	800
AH13	prullenbak	picture	aloud	prullenbak	0,3924	0,8707	1192
AH13	prullenbak	picture	aloud	!	0,8707	1,2071	1671
AH13	puntenslijper	picture+word	silent	silent	0	0,2	800
AH13	puntenslijper	picture+word	silent	puntenslijper	0,2	1,1	1000
AH13	puntenslijper	picture+word	silent	!	1,1	1,2012	1900
AH13	puzzelstukje	picture+word	silent	silent	0	0,2	800
AH13	puzzelstukje	picture+word	silent	puzzelstukje	0,2	1,1	1000
AH13	puzzelstukje	picture+word	silent	!	1,1	1,2047	1900
AH13	riem	picture+word	aloud	aloud	0	0,3179	800
AH13	riem	picture+word	aloud	riem	0,3179	0,6504	1118
AH13	riem	picture+word	aloud	!	0,6504	1,2061	1450
AH13	rietje	picture+word	silent	silent	0	0,2	800
AH13	rietje	picture+word	silent	rietje	0,2	1,1	1000
AH13	rietje	picture+word	silent	!	1,1	1,2076	1900
AH13	rijst	picture	silent	silent	0	0,2	800
AH13	rijst	picture	silent	rijst	0,2	1,1	1000
AH13	rijst	picture	silent	!	1,1	1,2074	1900
AH13	rits	picture	silent	silent	0	0,2	800
AH13	rits	picture	silent	rits	0,2	1,1	1000
AH13	rits	picture	silent	!	1,1	1,2006	1900
AH13	schaar	picture+word	aloud	aloud	0	0,3464	800
AH13	schaar	picture+word	aloud	schaar	0,3464	0,8395	1146
